sex,length (mm),diameter (mm),height (mm),whole_weight (g),shucked_weight (g),viscera_weight (g),shell_weight (g),rings
M,119.0,93.0,25.0,159.8,64.9,40.0,46.0,10
F,129.0,100.0,34.0,236.9,96.1,54.8,71.0,13
M,115.0,90.0,37.0,185.0,68.4,39.4,70.0,12
F,114.0,90.0,34.0,219.6,82.8,37.4,81.0,20
F,116.0,90.0,47.0,214.2,60.0,41.2,79.0,14
F,119.0,96.0,40.0,195.0,71.6,40.7,68.0,15
F,119.0,94.0,50.0,256.6,92.4,49.5,89.0,14
F,125.0,84.0,33.0,211.9,71.6,33.0,89.0,21
M,107.0,84.0,33.0,183.9,67.1,39.7,52.0,16
M,110.0,86.0,32.0,185.9,63.4,34.7,71.0,13
M,99.0,80.0,31.0,161.7,46.9,23.1,70.0,6
I,64.0,47.0,16.0,29.7,12.8,6.2,9.0,6
M,89.0,68.0,24.0,89.5,38.6,20.7,26.0,9
F,104.0,80.0,25.0,137.3,59.0,34.3,37.0,9
M,99.0,77.0,27.0,126.7,40.0,24.5,52.0,14
M,94.0,74.0,27.0,109.4,44.4,26.5,34.0,12
F,98.0,74.0,28.0,117.0,48.6,23.0,39.0,10
M,116.0,94.0,33.0,185.4,64.3,39.7,63.0,11
M,129.0,99.0,37.0,298.7,105.3,55.7,91.0,15
F,115.0,97.0,33.0,208.1,83.8,52.8,60.0,14
I,43.0,34.0,11.0,12.1,4.1,2.8,4.0,6
I,86.0,65.0,22.0,73.5,27.1,18.7,24.0,13
I,52.0,43.0,16.0,19.8,7.4,5.1,9.0,5
I,74.0,56.0,18.0,46.6,18.1,10.9,14.0,11
I,81.0,61.0,21.0,72.5,31.3,14.1,25.0,10
I,54.0,38.0,16.0,16.2,5.3,3.9,6.0,6
F,136.0,110.0,40.0,319.2,105.0,81.5,117.0,21
F,130.0,103.0,39.0,280.1,103.9,72.0,88.0,13
F,129.0,98.0,43.0,281.2,85.3,45.7,102.0,25
M,114.0,81.0,32.0,184.9,68.9,43.7,59.0,19
M,123.0,96.0,38.0,272.0,106.1,47.5,94.0,18
M,84.0,69.0,21.0,86.0,35.0,19.2,26.0,7
I,55.0,44.0,16.0,27.3,11.3,5.7,8.4,6
F,58.0,45.0,15.0,28.0,10.3,4.7,8.0,5
M,84.0,68.0,23.0,84.3,35.0,18.6,27.0,8
F,125.0,105.0,43.0,315.3,102.3,51.9,133.0,16
F,110.0,93.0,36.0,242.5,64.9,41.0,105.0,27
M,132.0,101.0,40.0,326.1,97.3,59.4,122.0,18
M,113.0,94.0,39.0,228.4,77.4,51.6,70.0,17
F,119.0,99.0,47.0,273.2,101.3,43.8,104.0,13
M,126.0,102.0,46.0,307.8,112.7,56.3,114.0,17
F,86.0,65.0,24.0,89.0,33.0,19.9,31.0,8
F,91.0,70.0,28.0,114.5,39.3,26.5,35.0,10
I,66.0,52.0,16.0,38.0,15.3,7.7,13.0,7
F,103.0,83.0,26.0,152.8,55.2,39.2,50.0,13
M,99.0,78.0,30.0,170.6,65.7,37.8,54.0,14
F,97.0,75.0,29.0,117.7,47.7,23.1,38.0,13
F,107.0,92.0,29.0,157.5,67.9,40.1,40.0,8
M,116.0,93.0,35.0,207.0,80.2,37.3,77.0,17
F,125.0,105.0,39.0,270.4,90.1,48.9,106.0,13
F,111.0,91.0,36.0,191.6,59.2,39.0,78.0,14
F,110.0,85.0,29.0,159.4,59.4,30.0,53.0,9
M,118.0,95.0,31.0,171.4,71.2,34.8,56.0,13
I,71.0,56.0,22.0,44.7,16.3,10.5,16.0,7
I,55.0,40.0,15.0,17.2,6.1,3.8,6.0,7
F,101.0,78.0,35.0,138.4,53.4,30.0,43.0,12
M,74.0,56.0,19.0,44.5,16.1,10.2,15.0,7
M,111.0,86.0,33.0,151.5,54.7,32.7,55.0,13
F,101.0,80.0,33.0,145.8,53.5,31.0,50.0,9
F,112.0,89.0,36.0,180.6,71.5,40.9,59.0,9
M,119.0,95.0,34.0,219.3,83.8,45.8,70.0,17
F,114.0,90.0,33.0,180.6,66.1,36.9,59.0,14
M,120.0,96.0,35.0,245.8,82.5,54.7,83.0,13
F,112.0,87.0,37.0,221.2,84.4,48.7,66.0,15
M,117.0,93.0,38.0,234.2,78.1,47.1,80.0,17
I,92.0,67.0,22.0,88.8,45.0,14.9,22.0,8
F,92.0,72.0,23.0,95.1,42.1,21.0,32.0,8
M,83.0,63.0,25.0,77.6,13.6,18.0,25.0,12
F,87.0,64.0,24.0,75.7,30.4,18.3,25.0,11
F,95.0,76.0,27.0,97.2,34.7,14.0,37.0,7
M,93.0,72.0,26.0,105.3,42.1,23.7,33.0,10
I,71.0,56.0,20.0,45.5,18.7,9.1,17.0,11
M,92.0,75.0,28.0,102.1,38.4,20.9,41.0,9
F,76.0,65.0,22.0,62.1,24.0,14.8,21.0,10
F,94.0,73.0,24.0,108.6,45.9,29.9,30.0,9
M,72.0,54.0,18.0,44.5,16.6,10.6,15.0,6
F,117.0,91.0,33.0,199.6,69.0,49.9,63.0,12
M,131.0,118.0,40.0,309.1,130.8,75.3,83.0,11
M,120.0,97.0,35.0,253.5,99.9,56.3,76.0,13
F,114.0,92.0,34.0,220.0,82.5,44.1,76.0,14
F,129.0,100.0,40.0,285.7,127.8,61.0,72.0,11
M,130.0,99.0,36.0,358.6,160.1,67.8,106.0,14
M,102.0,79.0,29.0,123.7,43.2,27.7,48.0,12
M,104.0,76.0,27.0,116.5,50.1,31.3,35.0,8
M,99.0,83.0,33.0,149.7,52.8,26.8,57.0,13
M,86.0,67.0,23.0,81.2,33.2,18.7,27.0,8
F,118.0,93.0,32.0,220.1,101.2,50.5,59.0,13
M,110.0,92.0,35.0,173.8,63.1,36.5,64.0,10
M,117.0,86.0,32.0,191.0,72.5,35.2,54.0,11
F,116.0,91.0,32.0,184.3,62.4,39.2,60.0,17
F,124.0,102.0,30.0,291.2,116.2,57.5,64.0,13
I,118.0,90.0,32.0,178.6,54.9,43.7,69.0,14
F,144.0,115.0,43.0,445.2,179.1,81.0,124.0,13
F,127.0,102.0,35.0,242.5,114.7,52.2,72.0,14
F,122.0,96.0,35.0,213.5,78.2,43.2,84.0,15
F,109.0,89.0,35.0,170.5,69.3,37.8,59.0,13
M,114.0,90.0,32.0,172.3,74.5,43.5,51.0,12
F,120.0,95.0,36.0,232.4,102.2,53.5,64.0,18
F,104.0,82.0,34.0,174.1,74.7,43.8,50.0,14
M,127.0,102.0,42.0,319.6,130.7,56.7,116.0,15
F,134.0,104.0,30.0,281.2,103.8,69.6,74.0,13
M,139.0,114.0,40.0,406.6,150.2,85.1,137.0,15
M,131.0,105.0,37.0,251.8,97.4,44.3,89.0,20
F,124.0,96.0,46.0,218.7,80.6,49.0,71.0,14
F,120.0,95.0,36.0,236.1,86.9,49.5,85.0,19
M,102.0,81.0,26.0,143.5,74.5,31.6,34.0,9
M,105.0,81.0,27.0,151.5,66.1,43.2,39.0,10
M,88.0,75.0,26.0,97.4,45.2,19.3,31.0,9
I,97.0,83.0,28.0,114.1,50.0,26.8,37.0,8
F,99.0,77.0,26.0,138.1,62.5,35.8,35.0,10
I,87.0,69.0,24.0,89.5,44.2,22.4,25.0,7
I,81.0,63.0,21.0,69.4,32.1,15.7,20.0,9
I,84.0,66.0,20.0,70.4,32.7,17.8,20.0,9
F,100.0,79.0,30.0,142.9,64.7,34.6,39.0,9
F,77.0,61.0,21.0,66.3,27.3,14.9,20.0,7
I,66.0,53.0,18.0,36.0,13.6,7.2,12.0,6
F,116.0,95.0,31.0,194.8,86.1,46.0,57.0,10
I,65.0,54.0,20.0,37.0,16.0,8.7,13.0,6
M,95.0,75.0,24.0,112.6,50.5,24.1,37.0,10
F,76.0,60.0,18.0,64.3,30.9,15.0,19.0,9
I,68.0,52.0,18.0,35.8,15.2,10.5,11.0,6
M,105.0,85.0,24.0,140.4,66.7,29.3,44.0,12
F,104.0,83.0,29.0,160.9,66.5,34.5,57.0,10
F,107.0,90.0,27.0,161.5,64.4,36.2,50.0,13
M,95.0,72.0,24.0,115.6,56.5,24.0,34.0,8
I,83.0,65.0,20.0,77.0,33.4,16.0,25.0,7
I,99.0,77.0,25.0,117.0,55.1,24.7,33.0,8
F,96.0,81.0,26.0,127.5,55.4,28.9,42.0,10
F,104.0,85.0,30.0,162.6,77.0,40.3,46.0,10
M,92.0,75.0,26.0,114.7,50.1,23.8,39.0,9
F,116.0,91.0,24.0,188.0,79.8,51.4,53.0,11
M,118.0,98.0,27.0,201.6,84.4,44.9,57.0,11
F,110.0,83.0,27.0,155.0,60.4,35.8,52.0,23
F,130.0,100.0,33.0,228.9,97.0,43.6,73.0,12
F,93.0,75.0,27.0,120.0,44.5,25.8,46.0,16
M,91.0,71.0,26.0,103.0,40.0,25.5,35.0,11
M,94.0,75.0,26.0,115.9,42.9,32.8,39.0,13
F,87.0,70.0,22.0,76.8,28.6,20.1,25.0,13
M,70.0,53.0,22.0,59.3,27.3,12.6,17.0,7
I,63.0,48.0,14.0,27.4,10.9,6.3,8.0,8
M,119.0,94.0,29.0,198.2,80.7,30.1,68.0,16
F,116.0,95.0,27.0,185.0,78.2,33.0,55.0,14
M,115.0,87.0,30.0,161.0,58.6,32.5,54.0,17
M,107.0,87.0,31.0,178.3,68.3,35.4,50.0,13
M,103.0,84.0,28.0,153.8,50.1,30.8,58.0,13
F,101.0,77.0,27.0,123.7,50.2,23.5,40.0,12
F,101.0,79.0,29.0,130.3,53.9,30.6,41.0,15
I,80.0,62.0,20.0,57.5,22.9,12.7,19.0,10
M,98.0,79.0,27.0,110.9,42.6,18.5,43.0,14
M,106.0,87.0,27.0,147.3,65.5,26.3,44.0,12
I,79.0,65.0,21.0,61.2,22.2,14.7,19.0,8
F,133.0,107.0,38.0,299.2,115.5,56.3,95.0,17
F,83.0,61.0,21.0,72.1,24.0,16.4,20.0,10
M,86.0,69.0,23.0,60.9,18.5,11.0,24.0,11
M,95.0,79.0,27.0,118.4,49.3,32.9,40.0,13
F,105.0,85.0,29.0,159.9,66.9,41.8,48.0,15
I,96.0,78.0,29.0,116.5,46.3,24.2,51.0,15
I,84.0,69.0,23.0,68.7,30.3,15.9,23.0,9
M,118.0,92.0,31.0,181.2,65.4,29.7,67.0,15
F,103.0,84.0,27.0,125.9,56.3,25.4,43.0,9
M,139.0,110.0,44.0,310.3,113.2,76.7,89.0,13
F,160.0,126.0,39.0,505.2,186.6,118.0,124.0,23
M,122.0,98.0,30.0,220.6,85.0,40.5,72.0,23
F,113.0,96.0,35.0,191.4,77.7,43.0,55.0,18
M,112.0,91.0,33.0,172.0,80.3,33.9,49.0,11
M,131.0,97.0,39.0,324.0,125.5,71.6,97.0,17
M,128.0,104.0,40.0,281.4,113.2,60.8,91.0,17
F,118.0,94.0,34.0,180.0,71.0,38.1,50.0,11
I,62.0,48.0,18.0,29.1,12.1,6.3,9.0,7
I,51.0,37.0,14.0,15.0,5.6,3.6,5.0,6
I,34.0,25.0,11.0,4.7,1.8,1.1,1.6,6
M,134.0,110.0,34.0,249.4,94.4,49.1,80.0,21
F,142.0,113.0,39.0,345.3,127.6,67.3,113.0,17
F,112.0,86.0,25.0,160.5,62.6,34.3,52.6,13
M,101.0,80.0,26.0,152.8,60.7,37.8,43.5,11
M,105.0,86.0,33.0,172.9,75.2,38.9,50.3,16
F,90.0,72.0,21.0,94.3,40.7,18.7,29.8,9
F,103.0,87.0,34.0,126.2,55.3,22.2,43.2,12
M,118.0,95.0,32.0,189.1,76.3,36.8,54.0,19
M,140.0,106.0,38.0,263.7,109.6,46.6,84.0,18
F,144.0,112.0,35.0,345.3,127.4,68.3,105.0,17
M,127.0,99.0,30.0,216.2,96.5,48.4,62.0,11
M,111.0,88.0,27.0,180.5,76.1,42.1,56.0,13
M,115.0,94.0,30.0,228.3,90.3,40.8,80.0,13
M,117.0,91.0,25.0,205.4,78.2,42.4,50.0,17
F,122.0,97.0,42.0,268.9,107.0,44.1,103.0,20
F,129.0,105.0,40.0,289.8,120.2,51.3,101.0,13
F,109.0,88.0,35.0,154.9,59.7,37.5,53.0,11
M,110.0,90.0,31.0,157.9,68.6,31.8,50.0,12
F,132.0,105.0,41.0,273.3,100.1,58.2,82.0,18
M,114.0,95.0,39.0,205.9,92.7,38.1,61.0,18
F,120.0,94.0,40.0,206.2,78.4,40.7,58.0,15
F,126.0,101.0,33.0,213.0,91.9,43.2,63.0,12
M,139.0,114.0,46.0,377.0,173.3,87.0,100.0,19
M,130.0,109.0,32.0,248.5,97.4,59.2,96.0,15
F,144.0,119.0,45.0,393.8,160.9,84.6,132.0,16
I,112.0,88.0,34.0,188.9,70.9,43.5,60.0,12
I,84.0,65.0,23.0,70.8,32.5,12.8,21.0,8
M,36.0,25.0,10.0,4.6,1.7,1.1,2.0,3
F,81.0,65.0,22.0,71.5,29.0,14.5,22.0,12
F,100.0,81.0,30.0,119.3,50.6,25.2,37.0,12
I,87.0,67.0,22.0,76.6,31.1,13.5,27.0,12
M,68.0,55.0,18.0,41.3,14.5,8.6,14.0,10
F,86.0,68.0,22.0,76.4,30.8,19.1,21.8,8
I,107.0,82.0,31.0,126.3,54.9,28.3,36.3,12
I,83.0,65.0,23.0,65.7,28.1,10.2,21.2,12
F,72.0,53.0,18.0,43.3,19.2,7.4,14.7,10
M,35.0,27.0,8.0,6.1,2.2,1.5,2.0,5
M,31.0,23.0,5.0,4.8,1.8,1.0,1.5,5
I,105.0,86.0,30.0,147.3,64.5,32.2,43.0,11
F,105.0,78.0,27.0,120.1,45.3,26.2,42.0,16
F,88.0,69.0,21.0,85.7,33.0,16.6,26.4,11
F,90.0,69.0,23.0,99.2,38.1,23.4,28.0,12
F,97.0,73.0,28.0,123.9,51.9,28.9,35.4,14
I,94.0,70.0,27.0,113.4,46.3,29.3,30.5,11
I,103.0,75.0,28.0,130.1,49.9,28.2,44.3,10
M,84.0,68.0,25.0,89.9,33.0,22.5,28.8,11
F,91.0,70.0,25.0,89.7,31.7,20.4,26.7,16
M,74.0,58.0,18.0,48.2,22.0,9.0,13.8,10
M,66.0,50.0,18.0,39.4,17.0,8.2,12.1,10
I,60.0,44.0,18.0,28.5,11.4,6.7,8.6,7
I,125.0,92.0,32.0,247.9,110.0,54.6,76.0,14
I,122.0,95.0,34.0,207.7,88.7,48.2,64.0,14
I,125.0,93.0,31.0,194.4,80.8,36.9,70.0,14
I,127.0,101.0,38.0,266.3,116.1,50.4,87.0,17
I,100.0,77.0,31.0,152.4,75.9,32.2,38.0,14
F,106.0,86.0,34.0,155.0,70.0,30.4,47.0,17
I,89.0,66.0,20.0,87.4,32.6,15.1,34.0,13
F,117.0,83.0,31.0,139.7,60.0,29.2,39.0,12
I,88.0,71.0,33.0,87.0,31.8,21.0,28.0,16
M,58.0,45.0,16.0,25.9,10.7,5.2,9.0,10
I,111.0,91.0,34.0,168.7,61.8,38.1,60.0,15
I,131.0,103.0,29.0,250.0,105.3,56.6,63.0,15
F,116.0,92.0,37.0,203.4,70.3,40.0,64.0,10
I,125.0,86.0,35.0,282.2,114.4,59.4,79.0,12
I,124.0,97.0,34.0,241.6,96.1,60.9,66.0,15
F,128.0,100.0,30.0,214.1,74.2,54.1,72.0,8
F,101.0,75.0,23.0,117.9,52.7,24.0,33.4,10
I,100.0,79.0,24.0,107.4,43.3,21.7,35.7,9
M,62.0,49.0,19.0,30.0,10.5,6.8,9.6,7
F,101.0,76.0,29.0,130.2,58.7,38.0,34.0,12
I,84.0,61.0,22.0,56.0,18.8,15.7,19.1,9
M,80.0,63.0,21.0,57.4,22.7,7.4,22.6,10
M,85.0,63.0,25.0,70.5,22.7,11.3,26.0,18
M,62.0,47.0,12.0,24.0,8.3,6.6,8.0,11
F,93.0,70.0,26.0,98.8,38.9,20.6,31.0,18
F,93.0,72.0,24.0,95.3,38.4,22.5,32.0,10
M,70.0,51.0,17.0,42.9,20.0,9.3,12.0,13
I,104.0,83.0,32.0,119.0,42.1,28.4,52.0,15
F,95.0,73.0,26.0,96.1,38.1,22.8,29.5,12
F,82.0,63.0,22.0,64.2,25.1,13.1,19.0,10
M,52.0,40.0,13.0,19.2,8.8,5.4,6.0,6
I,115.0,90.0,34.0,186.3,71.6,42.9,52.0,13
I,113.0,87.0,31.0,156.4,54.3,33.6,57.0,14
M,52.0,38.0,15.0,18.9,8.9,4.0,6.0,6
F,106.0,77.0,25.0,133.9,57.8,30.2,36.0,10
M,68.0,51.0,19.0,42.6,16.2,6.8,14.0,9
I,104.0,76.0,28.0,105.0,35.5,23.0,37.0,11
F,127.0,100.0,36.0,262.4,105.8,49.7,97.0,18
F,122.0,97.0,33.0,217.4,85.1,46.4,76.0,11
F,132.0,103.0,36.0,304.6,108.0,67.3,111.0,16
I,127.0,100.0,36.0,263.8,109.7,58.4,98.0,16
F,93.0,76.0,27.0,115.8,41.6,21.9,44.0,14
M,103.0,80.0,32.0,163.5,50.3,31.2,60.0,23
I,67.0,48.0,19.0,34.0,12.4,7.8,11.0,9
F,103.0,80.0,34.0,159.2,51.6,35.1,56.0,16
F,69.0,51.0,20.0,39.4,14.2,10.2,12.0,9
M,93.0,71.0,25.0,105.1,40.5,27.0,29.0,13
M,108.0,83.0,34.0,175.8,67.8,41.6,51.0,10
M,95.0,71.0,25.0,92.5,37.2,21.4,29.0,9
F,89.0,67.0,28.0,91.3,35.7,22.8,28.0,11
M,100.0,71.0,28.0,105.6,42.5,29.8,28.0,9
M,100.0,76.0,27.0,116.7,45.9,25.3,36.0,12
F,110.0,87.0,34.0,176.8,57.5,32.9,56.0,14
I,55.0,41.0,16.0,19.2,7.2,3.7,6.0,6
F,70.0,53.0,18.0,37.1,14.9,8.3,12.0,7
F,74.0,57.0,21.0,54.0,22.5,11.7,16.7,9
F,84.0,66.0,25.0,92.6,37.2,22.0,29.0,10
M,70.0,52.0,18.0,39.6,14.5,11.2,12.0,10
M,79.0,61.0,21.0,56.4,19.5,13.0,19.2,9
I,65.0,40.0,16.0,19.9,7.9,4.5,6.4,8
I,55.0,40.0,13.0,18.4,7.7,4.7,5.4,5
I,47.0,34.0,13.0,12.5,4.6,2.8,4.4,6
I,50.0,36.0,12.0,14.6,5.6,3.4,4.5,5
I,50.0,37.0,13.0,14.2,5.4,3.7,4.5,5
I,40.0,29.0,10.0,7.2,2.5,1.6,2.2,4
F,117.0,94.0,34.0,219.8,79.5,46.5,71.6,20
M,89.0,70.0,28.0,118.1,40.5,31.6,38.0,14
F,100.0,77.0,26.0,153.6,52.5,19.0,54.0,13
M,88.0,65.0,16.0,82.6,28.8,20.3,26.0,8
M,103.0,81.0,28.0,170.1,62.4,29.2,63.0,17
F,104.0,81.0,28.0,138.3,55.2,27.4,43.0,11
M,100.0,78.0,26.0,141.8,55.0,33.6,36.0,11
M,85.0,65.0,24.0,75.1,28.4,21.3,21.0,9
M,102.0,83.0,28.0,163.7,60.5,43.1,47.0,16
F,74.0,55.0,16.0,45.4,18.6,12.5,14.0,8
M,108.0,83.0,26.0,164.9,54.4,45.2,48.0,13
M,123.0,95.0,34.0,236.5,94.8,57.9,48.0,11
M,113.0,88.0,35.0,224.4,78.6,40.0,75.0,20
M,129.0,103.0,35.0,322.3,134.9,76.8,77.0,14
F,123.0,94.0,35.0,259.7,102.7,68.6,64.0,14
M,121.0,98.0,29.0,260.0,103.4,65.7,62.0,14
F,118.0,91.0,33.0,232.2,76.0,49.1,56.0,12
M,129.0,97.0,31.0,297.8,118.3,62.4,76.0,18
M,114.0,84.0,31.0,201.6,75.4,38.6,68.0,13
F,94.0,71.0,36.0,88.2,30.5,23.3,27.0,8
F,100.0,88.0,31.0,148.4,40.5,40.1,42.3,14
F,104.0,85.0,29.0,140.0,41.4,38.1,48.0,13
M,78.0,57.0,19.0,54.2,22.0,12.0,16.0,8
M,104.0,80.0,33.0,171.3,54.9,40.2,42.0,12
F,108.0,83.0,35.0,179.5,55.0,48.2,55.0,14
M,92.0,72.0,27.0,122.1,39.1,21.4,47.0,14
I,71.0,52.0,18.0,38.5,15.4,7.6,13.0,8
F,98.0,80.0,29.0,132.7,42.0,25.9,50.3,13
F,126.0,102.0,37.0,247.0,102.3,69.8,61.3,11
M,100.0,77.0,29.0,152.3,49.2,39.0,40.8,14
M,98.0,78.0,27.0,118.4,48.4,19.2,36.7,15
M,88.0,65.0,23.0,78.0,32.6,17.4,22.6,7
F,103.0,79.0,33.0,151.3,38.1,34.0,64.1,10
F,95.0,76.0,29.0,114.0,33.4,23.6,37.4,11
I,84.0,62.0,20.0,57.3,23.0,14.7,17.0,8
M,80.0,61.0,26.0,58.7,19.2,13.5,21.0,9
M,90.0,72.0,32.0,113.4,34.8,24.9,45.0,12
F,104.0,80.0,26.0,124.9,43.0,41.3,34.0,15
M,101.0,80.0,31.0,168.3,54.3,35.5,57.0,12
M,99.0,80.0,28.0,155.5,40.3,36.0,50.0,15
M,108.0,82.0,29.0,197.8,56.3,42.6,71.0,19
F,96.0,78.0,25.0,138.1,43.8,31.0,40.0,12
F,66.0,52.0,16.0,40.0,12.5,10.0,14.0,9
I,57.0,42.0,14.0,21.8,8.8,5.3,6.6,5
I,60.0,46.0,15.0,25.4,10.4,6.0,6.9,6
I,62.0,48.0,21.0,57.7,23.6,13.0,16.6,6
I,68.0,51.0,15.0,36.0,14.9,8.0,10.5,6
I,75.0,60.0,15.0,28.8,11.8,6.0,8.8,7
I,83.0,65.0,20.0,93.3,45.7,21.3,22.8,7
I,83.0,63.0,21.0,66.0,28.1,14.1,19.0,6
I,83.0,63.0,18.0,72.5,35.0,16.7,18.6,6
I,84.0,64.0,20.0,68.0,34.9,10.0,18.9,8
I,85.0,62.0,21.0,73.0,31.8,16.5,21.0,6
M,93.0,75.0,22.0,100.0,42.0,22.6,30.1,8
F,93.0,70.0,27.0,125.3,51.8,28.9,35.0,8
I,94.0,74.0,22.0,111.1,50.0,23.0,32.6,8
F,94.0,75.0,24.0,120.3,55.3,29.1,27.0,8
I,95.0,73.0,24.0,106.0,50.1,19.5,32.5,10
M,96.0,74.0,27.0,126.3,68.9,20.3,32.2,7
M,100.0,80.0,26.0,154.3,74.0,32.0,42.2,8
I,101.0,78.0,37.0,122.5,53.4,28.4,34.4,7
M,105.0,85.0,38.0,174.4,92.5,34.5,39.8,9
M,108.0,84.0,24.0,162.3,78.4,29.1,44.7,9
M,109.0,90.0,30.0,175.9,77.4,30.0,52.5,11
F,113.0,88.0,30.0,196.6,89.5,47.1,49.7,9
M,116.0,92.0,36.0,229.0,96.0,55.4,65.0,11
M,118.0,91.0,32.0,218.0,100.0,44.3,58.4,9
M,118.0,96.0,32.0,252.4,113.7,54.5,67.0,9
M,119.0,98.0,37.0,237.0,96.4,40.3,72.2,10
F,120.0,95.0,27.0,288.1,117.7,38.2,63.5,9
F,120.0,100.0,31.0,266.4,124.7,56.7,70.0,8
F,120.0,97.0,33.0,228.1,117.4,43.5,57.6,9
M,121.0,95.0,35.0,240.2,107.9,55.0,61.8,10
F,125.0,98.0,31.0,266.0,133.5,51.8,66.0,10
M,126.0,100.0,37.0,272.4,115.7,62.5,76.8,10
M,128.0,117.0,39.0,329.4,144.5,66.2,94.2,12
F,128.0,100.0,36.0,299.9,118.6,62.8,86.2,11
F,131.0,109.0,33.0,324.5,131.1,59.8,102.6,12
I,132.0,105.0,43.0,357.2,134.5,72.3,81.3,11
M,132.0,107.0,40.0,358.2,146.6,63.6,108.0,15
F,135.0,111.0,41.0,385.0,142.6,71.6,90.7,13
F,135.0,110.0,35.0,337.8,138.8,74.2,94.8,13
F,138.0,110.0,36.0,331.8,174.3,53.1,87.9,9
F,139.0,106.0,40.0,409.5,150.0,83.9,121.9,14
F,140.0,105.0,38.0,320.3,141.4,73.0,86.0,10
F,146.0,114.0,33.0,403.3,213.7,83.6,87.0,10
I,41.0,30.0,13.0,8.0,4.0,2.2,2.6,4
I,45.0,34.0,14.0,11.3,4.8,2.6,3.2,4
I,46.0,36.0,10.0,12.8,4.3,2.7,4.0,5
I,55.0,39.0,14.0,17.5,6.9,4.4,5.1,4
I,56.0,42.0,11.0,21.2,8.3,5.3,6.2,5
I,56.0,44.0,16.0,26.3,13.2,4.8,6.0,5
I,59.0,44.0,14.0,25.2,10.3,5.5,7.0,6
I,62.0,45.0,15.0,31.0,13.0,7.4,7.3,6
I,63.0,47.0,14.0,29.8,11.6,6.5,9.4,7
I,68.0,53.0,14.0,37.0,12.5,7.9,14.0,7
I,74.0,58.0,16.0,50.9,21.6,11.3,14.0,6
I,76.0,57.0,17.0,47.4,23.0,8.1,14.0,6
I,78.0,59.0,20.0,55.8,23.1,11.8,16.0,7
I,81.0,62.0,13.0,64.1,31.5,13.2,17.6,6
I,83.0,65.0,20.0,66.7,28.9,14.3,19.0,7
I,88.0,67.0,22.0,77.7,35.0,16.7,22.2,7
I,88.0,69.0,23.0,109.0,53.8,22.2,26.1,6
I,88.0,65.0,20.0,83.3,37.0,17.3,22.0,6
I,88.0,71.0,24.0,99.0,46.2,22.0,25.0,7
I,90.0,70.0,25.0,95.5,44.7,17.8,23.6,6
I,90.0,70.0,24.0,93.6,40.1,21.3,26.5,8
F,91.0,70.0,24.0,91.1,38.9,20.9,27.5,7
F,92.0,70.0,23.0,92.0,40.5,22.3,23.3,6
I,92.0,69.0,24.0,83.1,39.6,17.7,21.4,7
I,92.0,69.0,23.0,84.3,37.9,20.4,22.2,6
I,93.0,71.0,22.0,94.8,46.0,20.1,24.0,7
M,93.0,68.0,21.0,97.2,46.2,20.7,24.5,9
I,95.0,77.0,22.0,114.7,62.2,20.5,27.2,7
I,95.0,71.0,21.0,93.6,40.2,22.3,24.0,8
M,96.0,74.0,20.0,102.7,48.6,20.3,27.0,8
M,100.0,75.0,29.0,124.3,54.8,33.2,29.7,7
I,100.0,76.0,22.0,98.8,43.6,18.0,26.5,7
I,101.0,77.0,24.0,120.1,47.8,28.4,37.0,7
M,103.0,79.0,24.0,129.2,57.0,27.3,34.4,9
M,105.0,83.0,27.0,158.9,78.8,37.8,40.4,7
M,105.0,85.0,25.0,162.4,80.7,34.1,39.0,8
F,106.0,84.0,34.0,165.6,82.0,41.6,30.1,6
M,106.0,82.0,28.0,136.2,61.9,28.3,36.7,6
F,106.0,81.0,30.0,177.8,81.1,45.5,43.0,8
M,108.0,87.0,28.0,146.9,66.0,31.9,42.6,9
F,110.0,85.0,25.0,192.8,109.5,31.8,43.0,8
F,111.0,85.0,28.0,192.6,88.0,44.8,48.0,7
F,114.0,89.0,30.0,199.0,100.8,37.0,50.1,9
F,114.0,87.0,28.0,171.7,78.1,39.2,45.9,8
M,115.0,90.0,31.0,189.6,85.8,41.2,51.8,7
F,116.0,89.0,29.0,177.6,82.0,36.3,48.5,8
F,117.0,90.0,32.0,180.9,81.0,44.3,46.7,8
M,118.0,93.0,28.0,209.2,93.9,52.6,52.6,7
F,119.0,94.0,31.0,235.5,108.4,53.8,62.0,9
F,119.0,93.0,30.0,215.3,98.2,44.0,57.4,9
F,119.0,93.0,30.0,205.1,82.4,54.9,57.8,11
F,120.0,92.0,29.0,186.5,79.7,44.9,49.6,8
F,120.0,92.0,30.0,247.0,120.5,54.8,58.0,8
M,120.0,92.0,30.0,249.4,106.7,54.7,58.0,9
M,122.0,96.0,30.0,229.9,112.8,54.8,52.8,8
F,123.0,97.0,32.0,231.5,100.1,49.9,63.0,10
F,123.0,100.0,33.0,265.4,120.0,60.3,71.0,10
M,123.0,94.0,31.0,240.0,101.7,64.0,58.4,8
F,124.0,102.0,35.0,254.1,108.3,64.6,64.5,9
F,124.0,97.0,35.0,243.1,109.0,50.6,69.0,10
F,124.0,95.0,32.0,264.9,137.3,46.6,65.5,9
M,125.0,96.0,34.0,271.1,134.2,53.6,67.7,10
F,125.0,98.0,33.0,225.4,95.4,47.3,63.7,9
